damid,date,longitude,latitude,state,systemidx,watershed,neg_Longitude,neg_Latitude,geometry
SFKernRiver:200822:30,2020-08-22,-118.16811316617296,35.957731607579056,CA,00000000000000000043,SFKernRiver,-118.18464751287917,35.96373801669805,
SFKernRiver:200822:30n,2020-08-22,-118.18464751287917,35.96373801669805,CA,00000000000000000043,SFKernRiver,-118.18464751287917,35.96373801669805,POINT (-118.18464751287917 35.96373801669805)
SFKernRiver:200822:31,2020-08-22,-118.16789467022134,35.95742392960638,CA,00000000000000000044,SFKernRiver,-118.18464751287917,35.96373801669805,
SFKernRiver:200822:31n,2020-08-22,-118.18464751287917,35.96373801669805,CA,00000000000000000044,SFKernRiver,-118.18464751287917,35.96373801669805,POINT (-118.18464751287917 35.96373801669805)
SFKernRiver:200822:32,2020-08-22,-118.20597985231886,35.964870628365624,CA,00000000000000000045,SFKernRiver,-118.21051921719123,35.96894624672847,
SFKernRiver:200822:32n,2020-08-22,-118.21051921719123,35.96894624672847,CA,00000000000000000045,SFKernRiver,-118.21051921719123,35.96894624672847,POINT (-118.21051921719123 35.96894624672847)
SFKernRiver:200822:33,2020-08-22,-118.2046064491944,35.96550382071522,CA,00000000000000000046,SFKernRiver,-118.21051921719123,35.96894624672847,
SFKernRiver:200822:33n,2020-08-22,-118.21051921719123,35.96894624672847,CA,00000000000000000046,SFKernRiver,-118.21051921719123,35.96894624672847,POINT (-118.21051921719123 35.96894624672847)
SFKernRiver:200822:34,2020-08-22,-118.19677180864346,35.958101712966496,CA,00000000000000000047,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:200822:34n,2020-08-22,-118.20144940564852,35.955653666488146,CA,00000000000000000047,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:200822:35,2020-08-22,-118.19588444753384,35.957972399035945,CA,00000000000000000048,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:200822:35n,2020-08-22,-118.20144940564852,35.955653666488146,CA,00000000000000000048,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:200822:36,2020-08-22,-118.19538948731687,35.95791443072224,CA,00000000000000000049,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:200822:36n,2020-08-22,-118.20144940564852,35.955653666488146,CA,00000000000000000049,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:200822:37,2020-08-22,-118.1951308594558,35.95767809836641,CA,0000000000000000004a,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:200822:37n,2020-08-22,-118.20144940564852,35.955653666488146,CA,0000000000000000004a,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:200822:38,2020-08-22,-118.18973534718111,35.95276416900552,CA,0000000000000000004b,SFKernRiver,-118.20144940564852,35.955653666488146,
SFKernRiver:200822:38n,2020-08-22,-118.20144940564852,35.955653666488146,CA,0000000000000000004b,SFKernRiver,-118.20144940564852,35.955653666488146,POINT (-118.20144940564852 35.955653666488146)
SFKernRiver:200822:39,2020-08-22,-118.18311358211676,35.95336614764774,CA,0000000000000000004c,SFKernRiver,-118.18464751287917,35.96373801669805,
SFKernRiver:200822:39n,2020-08-22,-118.18464751287917,35.96373801669805,CA,0000000000000000004c,SFKernRiver,-118.18464751287917,35.96373801669805,POINT (-118.18464751287917 35.96373801669805)
SFKernRiver:200822:40,2020-08-22,-118.17522989145428,35.945580557208416,CA,0000000000000000004d,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:40n,2020-08-22,-118.17773144714526,35.93966333011049,CA,0000000000000000004d,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:41,2020-08-22,-118.17441387596148,35.946129026638,CA,0000000000000000004e,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:41n,2020-08-22,-118.17773144714526,35.93966333011049,CA,0000000000000000004e,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:42,2020-08-22,-118.1740125568667,35.94601754911165,CA,0000000000000000004f,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:42n,2020-08-22,-118.17773144714526,35.93966333011049,CA,0000000000000000004f,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:43,2020-08-22,-118.17285319059282,35.9446441459872,CA,00000000000000000050,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:43n,2020-08-22,-118.17773144714526,35.93966333011049,CA,00000000000000000050,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:44,2020-08-22,-118.17243403509376,35.94364084825016,CA,00000000000000000051,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:44n,2020-08-22,-118.17773144714526,35.93966333011049,CA,00000000000000000051,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:45,2020-08-22,-118.17279968138018,35.94214704939726,CA,00000000000000000052,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:45n,2020-08-22,-118.17773144714526,35.93966333011049,CA,00000000000000000052,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:46,2020-08-22,-118.17234931217376,35.941866126030895,CA,00000000000000000053,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:46n,2020-08-22,-118.17773144714526,35.93966333011049,CA,00000000000000000053,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:47,2020-08-22,-118.16457263993657,35.94132211570238,CA,00000000000000000054,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:200822:47n,2020-08-22,-118.17773144714526,35.93966333011049,CA,00000000000000000054,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:200822:48,2020-08-22,-118.16333746894476,35.93401810817682,CA,00000000000000000055,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:48n,2020-08-22,-118.15895863171023,35.92609874470591,CA,00000000000000000055,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:49,2020-08-22,-118.16306992288152,35.93391108975155,CA,00000000000000000056,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:49n,2020-08-22,-118.15895863171023,35.92609874470591,CA,00000000000000000056,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:50,2020-08-22,-118.16344448737,35.933277897401965,CA,00000000000000000057,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:50n,2020-08-22,-118.15895863171023,35.92609874470591,CA,00000000000000000057,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:51,2020-08-22,-118.16727485517497,35.926687346044964,CA,00000000000000000058,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:51n,2020-08-22,-118.15895863171023,35.92609874470591,CA,00000000000000000058,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:52,2020-08-22,-118.16758699224866,35.924578191246695,CA,00000000000000000059,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:52n,2020-08-22,-118.15895863171023,35.92609874470591,CA,00000000000000000059,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:53,2020-08-22,-118.1677163061792,35.92429726788032,CA,0000000000000000005a,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:53n,2020-08-22,-118.15895863171023,35.92609874470591,CA,0000000000000000005a,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:54,2020-08-22,-118.16788575201925,35.922794550825316,CA,0000000000000000005b,SFKernRiver,-118.15895863171023,35.92609874470591,
SFKernRiver:200822:54n,2020-08-22,-118.15895863171023,35.92609874470591,CA,0000000000000000005b,SFKernRiver,-118.15895863171023,35.92609874470591,POINT (-118.15895863171023 35.92609874470591)
SFKernRiver:200822:55,2020-08-22,-118.18539218275512,35.905479861434785,CA,0000000000000000005c,SFKernRiver,-118.17620643458496,35.90229160418156,
SFKernRiver:200822:55n,2020-08-22,-118.17620643458496,35.90229160418156,CA,0000000000000000005c,SFKernRiver,-118.17620643458496,35.90229160418156,POINT (-118.17620643458496 35.90229160418156)
SFKernRiver:200822:56,2020-08-22,-118.18929389617684,35.89233889063026,CA,0000000000000000005d,SFKernRiver,-118.1965087216813,35.892142690183924,
SFKernRiver:200822:56n,2020-08-22,-118.1965087216813,35.892142690183924,CA,0000000000000000005d,SFKernRiver,-118.1965087216813,35.892142690183924,POINT (-118.1965087216813 35.892142690183924)
SFKernRiver:200822:57,2020-08-22,-118.1434543373474,36.003985862806445,CA,0000000000000000005e,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:200822:57n,2020-08-22,-118.1356018603923,35.999129901759254,CA,0000000000000000005e,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:200822:58,2020-08-22,-118.1590790274387,35.971817907806894,CA,0000000000000000005f,SFKernRiver,-118.1462903256174,35.978560068599705,
SFKernRiver:200822:58n,2020-08-22,-118.1462903256174,35.978560068599705,CA,0000000000000000005f,SFKernRiver,-118.1462903256174,35.978560068599705,POINT (-118.1462903256174 35.978560068599705)
SFKernRiver:200822:59,2020-08-22,-118.1588382359818,35.97252244577334,CA,00000000000000000060,SFKernRiver,-118.1462903256174,35.978560068599705,
SFKernRiver:200822:59n,2020-08-22,-118.1462903256174,35.978560068599705,CA,00000000000000000060,SFKernRiver,-118.1462903256174,35.978560068599705,POINT (-118.1462903256174 35.978560068599705)
SFKernRiver:160715:1,2016-07-15,-118.1364446304914,36.0285688869141,CA,00000000000000000061,SFKernRiver,-118.143418664539,36.02922437476896,
SFKernRiver:160715:1n,2016-07-15,-118.143418664539,36.02922437476896,CA,00000000000000000061,SFKernRiver,-118.143418664539,36.02922437476896,POINT (-118.143418664539 36.02922437476896)
SFKernRiver:160715:2,2016-07-15,-118.13722051407473,36.01241356379747,CA,00000000000000000062,SFKernRiver,-118.13218618898536,36.00110974262698,
SFKernRiver:160715:2n,2016-07-15,-118.13218618898536,36.00110974262698,CA,00000000000000000062,SFKernRiver,-118.13218618898536,36.00110974262698,POINT (-118.13218618898536 36.00110974262698)
SFKernRiver:160715:3,2016-07-15,-118.13843338956124,36.00913166542214,CA,00000000000000000063,SFKernRiver,-118.13371566064669,36.00038736825632,
SFKernRiver:160715:3n,2016-07-15,-118.13371566064669,36.00038736825632,CA,00000000000000000063,SFKernRiver,-118.13371566064669,36.00038736825632,POINT (-118.13371566064669 36.00038736825632)
SFKernRiver:160715:4,2016-07-15,-118.1412649187302,36.005479661659365,CA,00000000000000000064,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:160715:4n,2016-07-15,-118.1356018603923,35.999129901759254,CA,00000000000000000064,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:160715:5,2016-07-15,-118.14237077579142,36.00506050616034,CA,00000000000000000065,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:160715:5n,2016-07-15,-118.1356018603923,35.999129901759254,CA,00000000000000000065,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:160715:6,2016-07-15,-118.14290586791785,36.00492227402767,CA,00000000000000000066,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:160715:6n,2016-07-15,-118.1356018603923,35.999129901759254,CA,00000000000000000066,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:160715:7,2016-07-15,-118.14402956138332,36.001100824424874,CA,00000000000000000067,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:160715:7n,2016-07-15,-118.1356018603923,35.999129901759254,CA,00000000000000000067,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:160715:8,2016-07-15,-118.14435507576025,36.000860032967985,CA,00000000000000000068,SFKernRiver,-118.1356018603923,35.999129901759254,
SFKernRiver:160715:8n,2016-07-15,-118.1356018603923,35.999129901759254,CA,00000000000000000068,SFKernRiver,-118.1356018603923,35.999129901759254,POINT (-118.1356018603923 35.999129901759254)
SFKernRiver:160715:9,2016-07-15,-118.14872945389364,35.99649011393561,CA,00000000000000000069,SFKernRiver,-118.15276048124592,36.00434259089072,
SFKernRiver:160715:9n,2016-07-15,-118.15276048124592,36.00434259089072,CA,00000000000000000069,SFKernRiver,-118.15276048124592,36.00434259089072,POINT (-118.15276048124592 36.00434259089072)
SFKernRiver:160715:10,2016-07-15,-118.15022325274654,35.99538871597541,CA,0000000000000000006a,SFKernRiver,-118.15276048124592,36.00434259089072,
SFKernRiver:160715:10n,2016-07-15,-118.15276048124592,36.00434259089072,CA,0000000000000000006a,SFKernRiver,-118.15276048124592,36.00434259089072,POINT (-118.15276048124592 36.00434259089072)
SFKernRiver:160715:11,2016-07-15,-118.15075834487295,35.99484916474795,CA,0000000000000000006b,SFKernRiver,-118.15276048124592,36.00434259089072,
SFKernRiver:160715:11n,2016-07-15,-118.15276048124592,36.00434259089072,CA,0000000000000000006b,SFKernRiver,-118.15276048124592,36.00434259089072,POINT (-118.15276048124592 36.00434259089072)
SFKernRiver:160715:12,2016-07-15,-118.15025892555498,35.99103217424619,CA,0000000000000000006c,SFKernRiver,-118.14682987684486,35.97990671711784,
SFKernRiver:160715:12n,2016-07-15,-118.14682987684486,35.97990671711784,CA,0000000000000000006c,SFKernRiver,-118.14682987684486,35.97990671711784,POINT (-118.14682987684486 35.97990671711784)
SFKernRiver:160715:13,2016-07-15,-118.14655341257956,35.986920883074916,CA,0000000000000000006d,SFKernRiver,-118.14682987684486,35.97990671711784,
SFKernRiver:160715:13n,2016-07-15,-118.14682987684486,35.97990671711784,CA,0000000000000000006d,SFKernRiver,-118.14682987684486,35.97990671711784,POINT (-118.14682987684486 35.97990671711784)
SFKernRiver:160715:14,2016-07-15,-118.14938940084956,35.98550288893992,CA,0000000000000000006e,SFKernRiver,-118.14682987684486,35.97990671711784,
SFKernRiver:160715:14n,2016-07-15,-118.14682987684486,35.97990671711784,CA,0000000000000000006e,SFKernRiver,-118.14682987684486,35.97990671711784,POINT (-118.14682987684486 35.97990671711784)
SFKernRiver:160715:15,2016-07-15,-118.15477599492212,35.98031695441476,CA,0000000000000000006f,SFKernRiver,-118.14682987684486,35.97990671711784,
SFKernRiver:160715:15n,2016-07-15,-118.14682987684486,35.97990671711784,CA,0000000000000000006f,SFKernRiver,-118.14682987684486,35.97990671711784,POINT (-118.14682987684486 35.97990671711784)
SFKernRiver:160715:16,2016-07-15,-118.15503908188428,35.97971051667149,CA,00000000000000000070,SFKernRiver,-118.14682987684486,35.97990671711784,
SFKernRiver:160715:16n,2016-07-15,-118.14682987684486,35.97990671711784,CA,00000000000000000070,SFKernRiver,-118.14682987684486,35.97990671711784,POINT (-118.14682987684486 35.97990671711784)
SFKernRiver:160715:17,2016-07-15,-118.15997530675044,35.97046234108665,CA,00000000000000000071,SFKernRiver,-118.1462903256174,35.978560068599705,
SFKernRiver:160715:17n,2016-07-15,-118.1462903256174,35.978560068599705,CA,00000000000000000071,SFKernRiver,-118.1462903256174,35.978560068599705,POINT (-118.1462903256174 35.978560068599705)
SFKernRiver:160715:18,2016-07-15,-118.16238322131927,35.95852086846551,CA,00000000000000000072,SFKernRiver,-118.18464751287917,35.96373801669805,
SFKernRiver:160715:18n,2016-07-15,-118.18464751287917,35.96373801669805,CA,00000000000000000072,SFKernRiver,-118.18464751287917,35.96373801669805,POINT (-118.18464751287917 35.96373801669805)
SFKernRiver:160715:19,2016-07-15,-118.16190163840552,35.95802144914753,CA,00000000000000000073,SFKernRiver,-118.18464751287917,35.96373801669805,
SFKernRiver:160715:19n,2016-07-15,-118.18464751287917,35.96373801669805,CA,00000000000000000073,SFKernRiver,-118.18464751287917,35.96373801669805,POINT (-118.18464751287917 35.96373801669805)
SFKernRiver:160715:20,2016-07-15,-118.16034095303682,35.95607728108823,CA,00000000000000000074,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:20n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000074,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:21,2016-07-15,-118.16195514761816,35.95447200470899,CA,00000000000000000075,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:21n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000075,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:22,2016-07-15,-118.16345340557211,35.95423121325211,CA,00000000000000000076,SFKernRiver,-118.17773144714526,35.93966333011049,
SFKernRiver:160715:22n,2016-07-15,-118.17773144714526,35.93966333011049,CA,00000000000000000076,SFKernRiver,-118.17773144714526,35.93966333011049,POINT (-118.17773144714526 35.93966333011049)
SFKernRiver:160715:23,2016-07-15,-118.1640776797196,35.953705039327794,CA,00000000000000000077,SFKernRiver,-118.17773144714526,35.93966333011049,
